No errors
No warnings
147 ms
data source=tafs
2629 results
raw_text,station_id,issue_time,bulletin_time,valid_time_from,valid_time_to,remarks,latitude,longitude,elevation_m,fcst_time_from,fcst_time_to,change_indicator,time_becoming,probability,wind_dir_degrees,wind_speed_kt,wind_gust_kt,wind_shear_hgt_ft_agl,wind_shear_dir_degrees,wind_shear_speed_kt,visibility_statute_mi,altim_in_hg,vert_vis_ft,wx_string,not_decoded,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,turbulence_intensity,turbulence_min_alt_ft_agl,turbulence_max_alt_ft_agl,icing_intensity,icing_min_alt_ft_agl,icing_max_alt_ft_agl,valid_time,sfc_temp_c,max_or_min_temp_c,valid_time,sfc_temp_c,max_or_min_temp_c,fcst_time_from,fcst_time_to,change_indicator,time_becoming,probability,wind_dir_degrees,wind_speed_kt,wind_gust_kt,wind_shear_hgt_ft_agl,wind_shear_dir_degrees,wind_shear_speed_kt,visibility_statute_mi,altim_in_hg,vert_vis_ft,wx_string,not_decoded,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,turbulence_intensity,turbulence_min_alt_ft_agl,turbulence_max_alt_ft_agl,icing_intensity,icing_min_alt_ft_agl,icing_max_alt_ft_agl,valid_time,sfc_temp_c,max_or_min_temp_c,valid_time,sfc_temp_c,max_or_min_temp_c,fcst_time_from,fcst_time_to,change_indicator,time_becoming,probability,wind_dir_degrees,wind_speed_kt,wind_gust_kt,wind_shear_hgt_ft_agl,wind_shear_dir_degrees,wind_shear_speed_kt,visibility_statute_mi,altim_in_hg,vert_vis_ft,wx_string,not_decoded,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,turbulence_intensity,turbulence_min_alt_ft_agl,turbulence_max_alt_ft_agl,icing_intensity,icing_min_alt_ft_agl,icing_max_alt_ft_agl,valid_time,sfc_temp_c,max_or_min_temp_c,valid_time,sfc_temp_c,max_or_min_temp_c,fcst_time_from,fcst_time_to,change_indicator,time_becoming,probability,wind_dir_degrees,wind_speed_kt,wind_gust_kt,wind_shear_hgt_ft_agl,wind_shear_dir_degrees,wind_shear_speed_kt,visibility_statute_mi,altim_in_hg,vert_vis_ft,wx_string,not_decoded,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,turbulence_intensity,turbulence_min_alt_ft_agl,turbulence_max_alt_ft_agl,icing_intensity,icing_min_alt_ft_agl,icing_max_alt_ft_agl,valid_time,sfc_temp_c,max_or_min_temp_c,valid_time,sfc_temp_c,max_or_min_temp_c,fcst_time_from,fcst_time_to,change_indicator,time_becoming,probability,wind_dir_degrees,wind_speed_kt,wind_gust_kt,wind_shear_hgt_ft_agl,wind_shear_dir_degrees,wind_shear_speed_kt,visibility_statute_mi,altim_in_hg,vert_vis_ft,wx_string,not_decoded,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,turbulence_intensity,turbulence_min_alt_ft_agl,turbulence_max_alt_ft_agl,icing_intensity,icing_min_alt_ft_agl,icing_max_alt_ft_agl,valid_time,sfc_temp_c,max_or_min_temp_c,valid_time,sfc_temp_c,max_or_min_temp_c,fcst_time_from,fcst_time_to,change_indicator,time_becoming,probability,wind_dir_degrees,wind_speed_kt,wind_gust_kt,wind_shear_hgt_ft_agl,wind_shear_dir_degrees,wind_shear_speed_kt,visibility_statute_mi,altim_in_hg,vert_vis_ft,wx_string,not_decoded,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,turbulence_intensity,turbulence_min_alt_ft_agl,turbulence_max_alt_ft_agl,icing_intensity,icing_min_alt_ft_agl,icing_max_alt_ft_agl,valid_time,sfc_temp_c,max_or_min_temp_c,valid_time,sfc_temp_c,max_or_min_temp_c,fcst_time_from,fcst_time_to,change_indicator,time_becoming,probability,wind_dir_degrees,wind_speed_kt,wind_gust_kt,wind_shear_hgt_ft_agl,wind_shear_dir_degrees,wind_shear_speed_kt,visibility_statute_mi,altim_in_hg,vert_vis_ft,wx_string,not_decoded,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,turbulence_intensity,turbulence_min_alt_ft_agl,turbulence_max_alt_ft_agl,icing_intensity,icing_min_alt_ft_agl,icing_max_alt_ft_agl,valid_time,sfc_temp_c,max_or_min_temp_c,valid_time,sfc_temp_c,max_or_min_temp_c,fcst_time_from,fcst_time_to,change_indicator,time_becoming,probability,wind_dir_degrees,wind_speed_kt,wind_gust_kt,wind_shear_hgt_ft_agl,wind_shear_dir_degrees,wind_shear_speed_kt,visibility_statute_mi,altim_in_hg,vert_vis_ft,wx_string,not_decoded,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,turbulence_intensity,turbulence_min_alt_ft_agl,turbulence_max_alt_ft_agl,icing_intensity,icing_min_alt_ft_agl,icing_max_alt_ft_agl,valid_time,sfc_temp_c,max_or_min_temp_c,valid_time,sfc_temp_c,max_or_min_temp_c
TAF LZTT 212315Z 2200/2300 VRB02KT 9999 SCT050 BECMG 2206/2208 27007KT,LZTT,2024-03-21T23:15:00Z,2024-03-21T23:15:00Z,2024-03-22T00:00:00Z,2024-03-23T00:00:00Z,,49.068,20.25,693,2024-03-22T00:00:00Z,2024-03-22T06:00:00Z,,,,VRB,2,,,,,6+,,,,,SCT,5000,,,,,,,,,,,,,,,,,,,,2024-03-22T06:00:00Z,2024-03-23T00:00:00Z,BECMG,1711094400,,270,7,,,,,6+,,,,,SCT,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF MKJP 212315Z 2200/2224 14010KT 9999 FEW022 BECMG 2204/2206 35005KT BECMG 2114/2116 14020KT,MKJP,2024-03-21T23:15:00Z,2024-03-21T23:15:00Z,2024-03-22T00:00:00Z,2024-03-23T00:00:00Z,,17.942,-76.798,3,2024-03-22T00:00:00Z,2024-03-22T04:00:00Z,,,,140,10,,,,,6+,,,,,FEW,2200,,,,,,,,,,,,,,,,,,,,2024-03-22T04:00:00Z,2024-03-23T00:00:00Z,BECMG,1711087200,,350,5,,,,,6+,,,,,FEW,2200,,,,,,,,,,,,,,,,,,,,2024-03-21T14:00:00Z,2024-03-23T00:00:00Z,BECMG,1711036800,,140,20,,,,,6+,,,,,FEW,2200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF MKJS 212315Z 2200/2224 07015KT 9999 SCT022 BECMG 2203/2205 VRB02KT BECMG 2212/2214 07018KT PROB30 TEMPO 2218/2224 SHRA SCT020 FEW022CB,MKJS,2024-03-21T23:15:00Z,2024-03-21T23:15:00Z,2024-03-22T00:00:00Z,2024-03-23T00:00:00Z,,18.502,-77.915,3,2024-03-22T00:00:00Z,2024-03-22T03:00:00Z,,,,70,15,,,,,6+,,,,,SCT,2200,,,,,,,,,,,,,,,,,,,,2024-03-22T03:00:00Z,2024-03-22T12:00:00Z,BECMG,1711083600,,VRB,2,,,,,6+,,,,,SCT,2200,,,,,,,,,,,,,,,,,,,,2024-03-22T12:00:00Z,2024-03-23T00:00:00Z,BECMG,1711116000,,70,18,,,,,6+,,,,,SCT,2200,,,,,,,,,,,,,,,,,,,,2024-03-22T18:00:00Z,2024-03-23T00:00:00Z,TEMPO,,30,,,,,,,,,,SHRA,,SCT,2000,,FEW,2200,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF LFLX 212315Z 2200/2306 VRB03KT CAVOK TEMPO 2203/2208 4000 BR PROB30 TEMPO 2205/2208 0800 FG BECMG 2212/2215 28010KT TEMPO 2223/2302 30015G25KT RA BKN010 OVC020,LFLX,2024-03-21T23:15:00Z,2024-03-21T23:15:00Z,2024-03-22T00:00:00Z,2024-03-23T06:00:00Z,,46.87,1.741,157,2024-03-22T00:00:00Z,2024-03-22T12:00:00Z,,,,VRB,3,,,,,6+,,,NSW,,NSC,,,,,,,,,,,,,,,,,,,,,2024-03-22T03:00:00Z,2024-03-22T08:00:00Z,TEMPO,,,,,,,,,2.49,,,BR,,,,,,,,,,,,,,,,,,,,,,,2024-03-22T05:00:00Z,2024-03-22T08:00:00Z,TEMPO,,30,,,,,,,0.5,,,FG,,,,,,,,,,,,,,,,,,,,,,,2024-03-22T12:00:00Z,2024-03-23T06:00:00Z,BECMG,1711119600,,280,10,,,,,6+,,,NSW,,NSC,,,,,,,,,,,,,,,,,,,,,2024-03-22T23:00:00Z,2024-03-23T02:00:00Z,TEMPO,,,300,15,25,,,,,,,RA,,BKN,1000,,OVC,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF LFOT 212315Z 2200/2224 34004KT 9999 FEW020 TEMPO 2203/2209 4000 BR PROB30 2205/2208 0600 FG VV/// PROB30 TEMPO 2208/2211 BKN005 BECMG 2215/2218 27010KT TEMPO 2221/2224 32015G25KT RA BKN010 OVC020,LFOT,2024-03-21T23:15:00Z,2024-03-21T23:15:00Z,2024-03-22T00:00:00Z,2024-03-23T00:00:00Z,,47.444,0.728,107,2024-03-22T00:00:00Z,2024-03-22T15:00:00Z,,,,340,4,,,,,6+,,,,,FEW,2000,,,,,,,,,,,,,,,,,,,,2024-03-22T03:00:00Z,2024-03-22T09:00:00Z,TEMPO,,,,,,,,,2.49,,,BR,,,,,,,,,,,,,,,,,,,,,,,2024-03-22T05:00:00Z,2024-03-22T08:00:00Z,PROB,,30,,,,,,,0.37,,,FG,,,,,,,,,,,,,,,,,,,,,,,2024-03-22T08:00:00Z,2024-03-22T11:00:00Z,TEMPO,,30,,,,,,,,,,,,BKN,500,,,,,,,,,,,,,,,,,,,,2024-03-22T15:00:00Z,2024-03-23T00:00:00Z,BECMG,1711130400,,270,10,,,,,6+,,,,,FEW,2000,,,,,,,,,,,,,,,,,,,,2024-03-22T21:00:00Z,2024-03-23T00:00:00Z,TEMPO,,,320,15,25,,,,,,,RA,,BKN,1000,,OVC,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF LHSN 212315Z 2200/2209 VRB02KT CAVOK TEMPO 2201/2207 24004KT,LHSN,2024-03-21T23:15:00Z,2024-03-21T23:15:00Z,2024-03-22T00:00:00Z,2024-03-22T09:00:00Z,,47.123,20.235,89,2024-03-22T00:00:00Z,2024-03-22T09:00:00Z,,,,VRB,2,,,,,6+,,,NSW,,NSC,,,,,,,,,,,,,,,,,,,,,2024-03-22T01:00:00Z,2024-03-22T07:00:00Z,TEMPO,,,240,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF LHBP 212315Z 2200/2224 VRB03KT CAVOK BECMG 2205/2208 30005KT TEMPO 2209/2217 31010KT SCT040 BKN130 BECMG 2218/2221 VRB03KT,LHBP,2024-03-21T23:15:00Z,2024-03-21T23:15:00Z,2024-03-22T00:00:00Z,2024-03-23T00:00:00Z,,47.437,19.256,141,2024-03-22T00:00:00Z,2024-03-22T05:00:00Z,,,,VRB,3,,,,,6+,,,NSW,,NSC,,,,,,,,,,,,,,,,,,,,,2024-03-22T05:00:00Z,2024-03-22T18:00:00Z,BECMG,1711094400,,300,5,,,,,6+,,,NSW,,NSC,,,,,,,,,,,,,,,,,,,,,2024-03-22T09:00:00Z,2024-03-22T17:00:00Z,TEMPO,,,310,10,,,,,,,,,,SCT,4000,,BKN,13000,,,,,,,,,,,,,,,,,2024-03-22T18:00:00Z,2024-03-23T00:00:00Z,BECMG,1711141200,,VRB,3,,,,,6+,,,NSW,,NSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF MMMY 212314Z 2200/2300 12015KT P6SM BKN030 VC CB TX28/2221Z TN17/2212Z BECMG 2202/2203 13006KT FM220600 00000KT 6SM HZ SCT020 TEMPO 2210/2214 4SM HZ BKN012 FM221500 30005KT P6SM SKC BECMG 2220/2221 34015KT SCT300,MMMY,2024-03-21T23:14:00Z,2024-03-21T23:14:00Z,2024-03-22T00:00:00Z,2024-03-23T00:00:00Z,,25.774,-100.104,382,2024-03-22T00:00:00Z,2024-03-22T02:00:00Z,,,,120,15,,,,,6+,,,VC,,BKN,3000,,,,,,,,,,,,,,,,,,,,2024-03-22T02:00:00Z,2024-03-22T06:00:00Z,BECMG,1711076400,,130,6,,,,,6+,,,VC,,BKN,3000,,,,,,,,,,,,,,,,,,,,2024-03-22T06:00:00Z,2024-03-22T15:00:00Z,FM,,,0,0,,,,,6,,,HZ,,SCT,2000,,,,,,,,,,,,,,,,,,,,2024-03-22T10:00:00Z,2024-03-22T14:00:00Z,TEMPO,,,,,,,,,4,,,HZ,,BKN,1200,,,,,,,,,,,,,,,,,,,,2024-03-22T15:00:00Z,2024-03-22T20:00:00Z,FM,,,300,5,,,,,6+,,,,,SKC,,,,,,,,,,,,,,,,,,,,,2024-03-22T20:00:00Z,2024-03-23T00:00:00Z,BECMG,1711141200,,340,15,,,,,6+,,,,,SCT,30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF EKBI 212313Z 2200/2224 22012KT 8000 BKN008 TEMPO 2200/2208 2500 RADZ BKN004 BECMG 2208/2210 27012KT BKN020,EKBI,2024-03-21T23:13:00Z,2024-03-21T23:13:00Z,2024-03-22T00:00:00Z,2024-03-23T00:00:00Z,,55.74,9.152,67,2024-03-22T00:00:00Z,2024-03-22T08:00:00Z,,,,220,12,,,,,4.97,,,,,BKN,800,,,,,,,,,,,,,,,,,,,,2024-03-22T00:00:00Z,2024-03-22T08:00:00Z,TEMPO,,,,,,,,,1.55,,,RA DZ,,BKN,400,,,,,,,,,,,,,,,,,,,,2024-03-22T08:00:00Z,2024-03-23T00:00:00Z,BECMG,1711101600,,270,12,,,,,4.97,,,,,BKN,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF EKAH 212313Z 2200/2224 22012KT 9999 -RADZ BKN008 TEMPO 2200/2207 2000 RADZ BR BKN004 BECMG 2207/2209 27010KT BKN020,EKAH,2024-03-21T23:13:00Z,2024-03-21T23:13:00Z,2024-03-22T00:00:00Z,2024-03-23T00:00:00Z,,56.3,10.619,25,2024-03-22T00:00:00Z,2024-03-22T07:00:00Z,,,,220,12,,,,,6+,,,-RA -DZ,,BKN,800,,,,,,,,,,,,,,,,,,,,2024-03-22T00:00:00Z,2024-03-22T07:00:00Z,TEMPO,,,,,,,,,1.24,,,RA DZ BR,,BKN,400,,,,,,,,,,,,,,,,,,,,2024-03-22T07:00:00Z,2024-03-23T00:00:00Z,BECMG,1711098000,,270,10,,,,,6+,,,-RA -DZ,,BKN,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF LUKK 212313Z 2200/2224 VRB04KT 5000 BR NSC TEMPO 2200/2202 0800 FG BECMG 2202/2204 0800 FG VV/// TEMPO 2204/2206 0300 FZFG BECMG 2206/2208 9999 NSW SCT045,LUKK,2024-03-21T23:13:00Z,2024-03-21T23:13:00Z,2024-03-22T00:00:00Z,2024-03-23T00:00:00Z,,46.928,28.931,102,2024-03-22T00:00:00Z,2024-03-22T02:00:00Z,,,,VRB,4,,,,,3.11,,,BR,,NSC,,,,,,,,,,,,,,,,,,,,,2024-03-22T00:00:00Z,2024-03-22T02:00:00Z,TEMPO,,,,,,,,,0.5,,,FG,,,,,,,,,,,,,,,,,,,,,,,2024-03-22T02:00:00Z,2024-03-22T06:00:00Z,BECMG,1711080000,,VRB,4,,,,,0.5,,,FG,,NSC,,,,,,,,,,,,,,,,,,,,,2024-03-22T04:00:00Z,2024-03-22T06:00:00Z,TEMPO,,,,,,,,,0.19,,,FZFG,,,,,,,,,,,,,,,,,,,,,,,2024-03-22T06:00:00Z,2024-03-23T00:00:00Z,BECMG,1711094400,,VRB,4,,,,,6+,,,NSW,,SCT,4500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF NGTA 212312Z 2200/2224 10009KT 9999 FEW017 SCT040 PROB40 TEMPO 2200/2218 5000 TSRA FEW018CB,NGTA,2024-03-21T23:12:00Z,2024-03-21T23:12:00Z,2024-03-22T00:00:00Z,2024-03-23T00:00:00Z,,1.381,173.147,8,2024-03-22T00:00:00Z,2024-03-23T00:00:00Z,,,,100,9,,,,,6+,,,,,FEW,1700,,SCT,4000,,,,,,,,,,,,,,,,,2024-03-22T00:00:00Z,2024-03-22T18:00:00Z,TEMPO,,40,,,,,,,3.11,,,TSRA,,FEW,1800,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF DIYO 212312Z 2200/2224 23008KT 9999 SCT012 PROB30 TEMPO 2200/2202 TS BKN012 FEW020CB PROB40 2205/2209 4000 BR TEMPO 2209/2215 BKN013 PROB30 TEMPO 2217/2222 TS BKN012 FEW020CB,DIYO,2024-03-21T23:12:00Z,2024-03-21T23:12:00Z,2024-03-22T00:00:00Z,2024-03-23T00:00:00Z,,6.903,-5.366,202,2024-03-22T00:00:00Z,2024-03-23T00:00:00Z,,,,230,8,,,,,6+,,,,,SCT,1200,,,,,,,,,,,,,,,,,,,,2024-03-22T00:00:00Z,2024-03-22T02:00:00Z,TEMPO,,30,,,,,,,,,,TS,,BKN,1200,,FEW,2000,CB,,,,,,,,,,,,,,,,2024-03-22T05:00:00Z,2024-03-22T09:00:00Z,PROB,,40,,,,,,,2.49,,,BR,,,,,,,,,,,,,,,,,,,,,,,2024-03-22T09:00:00Z,2024-03-22T15:00:00Z,TEMPO,,,,,,,,,,,,,,BKN,1300,,,,,,,,,,,,,,,,,,,,2024-03-22T17:00:00Z,2024-03-22T22:00:00Z,TEMPO,,30,,,,,,,,,,TS,,BKN,1200,,FEW,2000,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF NCRG 212312Z 2200/2224 01009KT 9999 SCT015,NCRG,2024-03-21T23:12:00Z,2024-03-21T23:12:00Z,2024-03-22T00:00:00Z,2024-03-23T00:00:00Z,,-21.203,-159.806,7,2024-03-22T00:00:00Z,2024-03-23T00:00:00Z,,,,10,9,,,,,6+,,,,,SCT,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF NSFA 212312Z 2200/2224 03008KT 9999 SCT020 PROB40 TEMPO 2200/2206 5000 TSRA FEW018CB,NSFA,2024-03-21T23:12:00Z,2024-03-21T23:12:00Z,2024-03-22T00:00:00Z,2024-03-23T00:00:00Z,,-13.829,-171.993,6,2024-03-22T00:00:00Z,2024-03-23T00:00:00Z,,,,30,8,,,,,6+,,,,,SCT,2000,,,,,,,,,,,,,,,,,,,,2024-03-22T00:00:00Z,2024-03-22T06:00:00Z,TEMPO,,40,,,,,,,3.11,,,TSRA,,FEW,1800,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF YPKG 212312Z 2200/2300 12014KT 9999 FEW050 TEMPO 2221/2300 9999 BKN010,YPKG,2024-03-21T23:12:00Z,2024-03-21T23:12:00Z,2024-03-22T00:00:00Z,2024-03-23T00:00:00Z,,-30.785,121.453,372,2024-03-22T00:00:00Z,2024-03-23T00:00:00Z,,,,120,14,,,,,6+,,,,,FEW,5000,,,,,,,,,,,,,,,,,,,,2024-03-22T21:00:00Z,2024-03-23T00:00:00Z,TEMPO,,,,,,,,,6+,,,,,BKN,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF NFTF 212312Z 2200/2224 12015KT 9999 -RA FEW008 BKN015 OVC100 PROB40 TEMPO 2200/2218 5000 TSRA BKN015 FEW018CB,NFTF,2024-03-21T23:12:00Z,2024-03-21T23:12:00Z,2024-03-22T00:00:00Z,2024-03-23T00:00:00Z,,-21.241,-175.15,38,2024-03-22T00:00:00Z,2024-03-23T00:00:00Z,,,,120,15,,,,,6+,,,-RA,,FEW,800,,BKN,1500,,OVC,10000,,,,,,,,,,,,,,2024-03-22T00:00:00Z,2024-03-22T18:00:00Z,TEMPO,,40,,,,,,,3.11,,,TSRA,,BKN,1500,,FEW,1800,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF NIUE 212311Z 2200/2224 32008KT 9999 SCT015,NIUE,2024-03-21T23:11:00Z,2024-03-21T23:11:00Z,2024-03-22T00:00:00Z,2024-03-23T00:00:00Z,,-19.079,-169.926,22,2024-03-22T00:00:00Z,2024-03-23T00:00:00Z,,,,320,8,,,,,6+,,,,,SCT,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF PLCH 212311Z 2200/2224 07009KT 9999 -SHRA SCT017 SCT040 PROB40 TEMPO 2200/2218 5000 TSRA FEW018CB,PLCH,2024-03-21T23:11:00Z,2024-03-21T23:11:00Z,2024-03-22T00:00:00Z,2024-03-23T00:00:00Z,,1.988,-157.349,5,2024-03-22T00:00:00Z,2024-03-23T00:00:00Z,,,,70,9,,,,,6+,,,-SHRA,,SCT,1700,,SCT,4000,,,,,,,,,,,,,,,,,2024-03-22T00:00:00Z,2024-03-22T18:00:00Z,TEMPO,,40,,,,,,,3.11,,,TSRA,,FEW,1800,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
